Month,Year,Region,Dengue_Cases,Dengue_Deaths,MonthNum,Date,YearMonth,Lag1_Cases,Lag2_Cases,Lag3_Cases,Month_Sin,Month_Cos,MA3_Cases,MA6_Cases,MA12_Cases,EWMA3_Cases,MoM_Growth,YoY_Growth,Outbreak,Outbreak_Level,Risk_Score,Risk_Level
July,2017,Region II,639,1,7,2017-07-01,2017-07,260.0,129.0,112.0,-0.4999999999999997,-0.8660254037844388,342.6666666666667,230.33333333333334,290.0,416.87750220776024,1.4576923076923078,0.6384615384615384,0,0,6.115202813522091,高
August,2017,Region II,819,7,8,2017-08-01,2017-08,639.0,260.0,129.0,-0.8660254037844385,-0.5000000000000004,572.6666666666666,348.1666666666667,295.4166666666667,617.9389428510121,0.2816901408450705,0.0862068965517242,0,0,6.502266873447354,高
September,2017,Region II,668,3,9,2017-09-01,2017-09,819.0,639.0,260.0,-1.0,-1.8369701987210297e-16,708.6666666666666,437.8333333333333,305.0833333333333,642.9694833609979,-0.18437118437118438,0.21014492753623193,0,0,5.960144927536232,中
October,2017,Region II,990,12,10,2017-10-01,2017-10,668.0,819.0,639.0,-0.8660254037844386,0.5000000000000001,825.6666666666666,584.1666666666666,363.25,816.4847830497702,0.48203592814371254,2.3904109589041096,0,1,6.957516875305384,高
November,2017,Region II,678,4,11,2017-11-01,2017-11,990.0,668.0,819.0,-0.5000000000000004,0.8660254037844384,778.6666666666666,675.6666666666666,404.6666666666667,747.2423832705477,-0.3151515151515152,2.74585635359116,0,0,6.475480947161671,高
December,2017,Region II,508,2,12,2017-12-01,2017-12,678.0,990.0,668.0,-2.4492935982947064e-16,1.0,725.3333333333334,717.0,442.5,627.6211845052949,-0.25073746312684364,8.407407407407407,0,0,6.75,高
January,2018,Region II,418,2,1,2018-01-01,2018-01,508.0,678.0,990.0,0.49999999999999994,0.8660254037844387,534.6666666666666,680.1666666666666,455.25,522.8105891290483,-0.17716535433070868,0.5773584905660378,0,0,6.585061659949931,高
February,2018,Region II,267,0,2,2018-02-01,2018-02,418.0,508.0,678.0,0.8660254037844386,0.5000000000000001,397.6666666666667,588.1666666666666,468.1666666666667,394.9052926585867,-0.36124401913875603,1.3839285714285716,0,0,6.608074608393884,高
March,2018,Region II,234,2,3,2018-03-01,2018-03,267.0,418.0,508.0,1.0,6.123233995736766e-17,306.3333333333333,515.8333333333334,476.8333333333333,314.4526457298744,-0.1235955056179775,0.8,0,0,5.673111111111111,中
April,2018,Region II,238,1,4,2018-04-01,2018-04,234.0,267.0,418.0,0.8660254037844387,-0.4999999999999998,246.33333333333334,390.5,487.3333333333333,276.22632272253304,0.017094017094017033,1.125,0,0,5.7667241810434575,中
May,2018,Region II,276,0,5,2018-05-01,2018-05,238.0,234.0,267.0,0.49999999999999994,-0.8660254037844387,249.33333333333334,323.5,499.5833333333333,276.11316136105575,0.1596638655462186,1.13953488372093,0,0,5.943294029495659,中
June,2018,Region II,573,3,6,2018-06-01,2018-06,276.0,238.0,234.0,1.2246467991473532e-16,-1.0,362.3333333333333,334.3333333333333,525.6666666666666,424.5565808187766,1.0760869565217392,1.203846153846154,0,0,7.113777777777778,高
July,2018,Region II,1516,4,7,2018-07-01,2018-07,573.0,276.0,238.0,-0.4999999999999997,-0.8660254037844388,788.3333333333334,517.3333333333334,598.75,970.2782906635098,1.6457242582897034,1.3724569640062598,0,1,8.774519052838329,极高
August,2018,Region II,2518,6,8,2018-08-01,2018-08,1516.0,573.0,276.0,-0.8660254037844385,-0.5000000000000004,1535.6666666666667,892.5,740.3333333333334,1744.1391455119333,0.6609498680738786,2.0744810744810747,0,2,7.886430815235549,高
September,2018,Region II,3698,12,9,2018-09-01,2018-09,2518.0,1516.0,573.0,-1.0,-1.8369701987210297e-16,2577.3333333333335,1469.8333333333333,992.8333333333334,2721.0695728696965,0.46862589356632256,4.5359281437125745,1,4,7.218625893566323,高
October,2018,Region II,2921,10,10,2018-10-01,2018-10,3698.0,2518.0,1516.0,-0.8660254037844386,0.5000000000000001,3045.6666666666665,1917.0,1153.75,2821.0347864406667,-0.2101135749053542,1.9505050505050505,1,3,6.475480947161671,高
November,2018,Region II,2522,5,11,2018-11-01,2018-11,2921.0,3698.0,2518.0,-0.5000000000000004,0.8660254037844384,3047.0,2291.3333333333335,1307.4166666666667,2671.517393215982,-0.13659705580280723,2.71976401179941,1,3,6.475480947161671,高
December,2018,Region II,2497,17,12,2018-12-01,2018-12,2522.0,2921.0,3698.0,-2.4492935982947064e-16,1.0,2646.6666666666665,2612.0,1473.1666666666667,2584.258696606721,-0.009912767644726372,3.915354330708661,0,2,6.75,高
January,2019,Region II,1797,18,1,2019-01-01,2019-01,2497.0,2522.0,2921.0,0.49999999999999994,0.8660254037844387,2272.0,2658.8333333333335,1588.0833333333333,2190.6293483004965,-0.28033640368442125,3.2990430622009566,0,1,7.225480947161671,高
February,2019,Region II,2136,3,2,2019-02-01,2019-02,1797.0,2497.0,2522.0,0.8660254037844386,0.5000000000000001,2143.3333333333335,2595.1666666666665,1743.8333333333333,2163.314674150149,0.18864774624373948,7.0,0,1,7.963166799082068,高
March,2019,Region II,1355,2,3,2019-03-01,2019-03,2136.0,1797.0,2497.0,1.0,6.123233995736766e-17,1762.6666666666667,2204.6666666666665,1837.25,1759.1573370743392,-0.36563670411985016,4.7905982905982905,0,1,8.25,极高
April,2019,Region II,429,2,4,2019-04-01,2019-04,1355.0,2136.0,1797.0,0.8660254037844387,-0.4999999999999998,1306.6666666666667,1789.3333333333333,1853.1666666666667,1094.0786685365647,-0.6833948339483396,0.8025210084033614,0,0,8.327040061241691,极高
May,2019,Region II,486,3,5,2019-05-01,2019-05,429.0,1355.0,2136.0,0.49999999999999994,-0.8660254037844387,756.6666666666666,1450.0,1870.6666666666667,790.0393342681441,0.13286713286713292,0.7608695652173914,0,0,7.992255750922853,高
June,2019,Region II,1171,3,6,2019-06-01,2019-06,486.0,429.0,1355.0,1.2246467991473532e-16,-1.0,695.3333333333334,1229.0,1920.5,980.5196671341154,1.4094650205761319,1.0436300174520068,0,1,9.166,极高
July,2019,Region II,1922,15,7,2019-07-01,2019-07,1171.0,486.0,429.0,-0.4999999999999997,-0.8660254037844388,1193.0,1249.8333333333333,1954.3333333333333,1451.2598335671114,0.64133219470538,0.26781002638522433,0,1,7.683661273928934,高
August,2019,Region II,2446,12,8,2019-08-01,2019-08,1922.0,1171.0,486.0,-0.8660254037844385,-0.5000000000000004,1846.3333333333333,1301.5,1948.3333333333333,1948.629916783584,0.2726326742976066,-0.02859412231930103,0,2,6.498113621459278,高
September,2019,Region II,2152,11,9,2019-09-01,2019-09,2446.0,1922.0,1171.0,-1.0,-1.8369701987210297e-16,2173.3333333333335,1434.3333333333333,1819.5,2050.314958391795,-0.12019623875715457,-0.4180638182801514,0,1,5.75,中
October,2019,Region II,1202,3,10,2019-10-01,2019-10,2152.0,2446.0,1922.0,-0.8660254037844386,0.5000000000000001,1933.3333333333333,1563.1666666666667,1676.25,1626.1574791958915,-0.44144981412639406,-0.5884970900376583,0,1,5.475480947161671,中
November,2019,Region II,957,5,11,2019-11-01,2019-11,1202.0,2152.0,2446.0,-0.5000000000000004,0.8660254037844384,1437.0,1641.6666666666667,1545.8333333333333,1291.5787395979432,-0.20382695507487525,-0.6205392545598731,0,0,5.475480947161671,中
December,2019,Region II,581,0,12,2019-12-01,2019-12,957.0,1202.0,2152.0,-2.4492935982947064e-16,1.0,913.3333333333334,1543.3333333333333,1386.1666666666667,936.2893697989704,-0.3928944618599791,-0.7673207849419303,0,0,5.75,中
January,2016,Region III,1976,3,1,2016-01-01,2016-01,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,1976.0,1976.0,1976.0,1976.0,0.0,0.0,0,0,3.225480947161671,低
February,2016,Region III,1748,5,2,2016-02-01,2016-02,1976.0,0.0,0.0,0.8660254037844386,0.5000000000000001,1862.0,1862.0,1862.0,1824.0,-0.11538461538461542,0.0,0,0,6.774519052838329,高
March,2016,Region III,883,3,3,2016-03-01,2016-03,1748.0,1976.0,0.0,1.0,6.123233995736766e-17,1535.6666666666667,1535.6666666666667,1535.6666666666667,1286.2857142857142,-0.4948512585812357,0.0,0,0,7.25,高
April,2016,Region III,549,0,4,2016-04-01,2016-04,883.0,1748.0,1976.0,0.8660254037844387,-0.4999999999999998,1060.0,1289.0,1289.0,893.0666666666667,-0.3782559456398641,0.0,0,0,7.524519052838329,高
May,2016,Region III,365,0,5,2016-05-01,2016-05,549.0,883.0,1748.0,0.49999999999999994,-0.8660254037844387,599.0,1104.2,1104.2,620.516129032258,-0.3351548269581056,0.0,0,0,7.521185719504995,高
June,2016,Region III,363,0,6,2016-06-01,2016-06,365.0,549.0,883.0,1.2246467991473532e-16,-1.0,425.6666666666667,980.6666666666666,980.6666666666666,489.7142857142857,-0.005479452054794498,0.0,0,0,5.858888888888889,中
July,2016,Region III,1701,5,7,2016-07-01,2016-07,363.0,365.0,549.0,-0.4999999999999997,-0.8660254037844388,809.6666666666666,934.8333333333334,1083.5714285714287,1100.1259842519685,3.68595041322314,0.0,0,0,6.952519052838329,高
August,2016,Region III,2877,8,8,2016-08-01,2016-08,1701.0,363.0,365.0,-0.8660254037844385,-0.5000000000000004,1647.0,1123.0,1307.75,1992.0470588235294,0.691358024691358,0.0,0,1,6.9168389718530285,高
September,2016,Region III,3194,12,9,2016-09-01,2016-09,2877.0,1701.0,363.0,-1.0,-1.8369701987210297e-16,2590.6666666666665,1508.1666666666667,1517.3333333333333,2594.1996086105673,0.11018421967327074,0.0,0,1,5.860184219673271,中
October,2016,Region III,3155,11,10,2016-10-01,2016-10,3194.0,2877.0,1701.0,-0.8660254037844386,0.5000000000000001,3075.3333333333335,1942.5,1681.1,2874.8739002932552,-0.012210394489668097,0.0,0,1,5.475480947161671,中
November,2016,Region III,2207,13,11,2016-11-01,2016-11,3155.0,3194.0,2877.0,-0.5000000000000004,0.8660254037844384,2852.0,2249.5,1728.909090909091,2540.773815339521,-0.30047543581616487,0.0,0,0,5.475480947161671,中
December,2016,Region III,1971,5,12,2016-12-01,2016-12,2207.0,3155.0,3194.0,-2.4492935982947064e-16,1.0,2444.3333333333335,2517.5,1749.0833333333333,2255.817338217338,-0.10693248753964657,0.0,0,0,5.75,中
January,2017,Region III,2301,6,1,2017-01-01,2017-01,1971.0,2207.0,3155.0,0.49999999999999994,0.8660254037844387,2159.6666666666665,2617.5,1776.1666666666667,2278.411427176169,0.16742770167427712,0.16447368421052633,0,0,6.557382333046474,高
February,2017,Region III,1264,9,2,2017-02-01,2017-02,2301.0,1971.0,2207.0,0.8660254037844386,0.5000000000000001,1845.3333333333333,2348.6666666666665,1735.8333333333333,1771.1747543185008,-0.45067362016514556,-0.2768878718535469,0,0,6.774519052838329,高
March,2017,Region III,1006,3,3,2017-03-01,2017-03,1264.0,2301.0,1971.0,1.0,6.123233995736766e-17,1523.6666666666667,1984.0,1746.0833333333333,1388.5757011627552,-0.2041139240506329,0.13929784824462055,0,0,7.38929784824462,高
April,2017,Region III,644,3,4,2017-04-01,2017-04,1006.0,1264.0,2301.0,0.8660254037844387,-0.4999999999999998,971.3333333333334,1565.5,1754.0,1016.2821698329137,-0.3598409542743539,0.1730418943533698,0,0,7.697560947191699,高
May,2017,Region III,430,2,5,2017-05-01,2017-05,644.0,1006.0,1264.0,0.49999999999999994,-0.8660254037844387,693.3333333333334,1269.3333333333333,1759.4166666666667,723.1388484104035,-0.33229813664596275,0.17808219178082196,0,0,7.702601244619151,高
June,2017,Region III,756,2,6,2017-06-01,2017-06,430.0,644.0,1006.0,1.2246467991473532e-16,-1.0,610.0,1066.8333333333333,1792.1666666666667,739.5694868831134,0.758139534883721,1.0826446280991737,0,0,8.588139534883721,极高
July,2017,Region III,3263,6,7,2017-07-01,2017-07,756.0,430.0,644.0,-0.4999999999999997,-0.8660254037844388,1483.0,1227.1666666666667,1922.3333333333333,2001.2871499770165,3.3161375661375665,0.9182833627278071,0,1,8.692802415566137,极高
August,2017,Region III,4764,18,8,2017-08-01,2017-08,3263.0,756.0,430.0,-0.8660254037844385,-0.5000000000000004,2927.6666666666665,1810.5,2079.5833333333335,3382.6448923539087,0.46000612932883844,0.6558915537017727,0,2,7.341378630192282,高
September,2017,Region III,3263,9,9,2017-09-01,2017-09,4764.0,3263.0,756.0,-1.0,-1.8369701987210297e-16,3763.3333333333335,2186.6666666666665,2085.3333333333335,3322.8224176513754,-0.3150713685978169,0.02160300563556672,0,1,5.7716030056355665,中
October,2017,Region III,2811,6,10,2017-10-01,2017-10,3263.0,4764.0,3263.0,-0.8660254037844386,0.5000000000000001,3612.6666666666665,2547.8333333333335,2056.6666666666665,3066.9111478116865,-0.13852283174992341,-0.10903328050713157,0,0,5.475480947161671,中
November,2017,Region III,2310,7,11,2017-11-01,2017-11,2811.0,3263.0,4764.0,-0.5000000000000004,0.8660254037844384,2794.6666666666665,2861.1666666666665,2065.25,2688.4555287904177,-0.1782283884738527,0.046669687358405154,0,0,5.522150634520076,中
December,2017,Region III,2388,10,12,2017-12-01,2017-12,2310.0,2811.0,3263.0,-2.4492935982947064e-16,1.0,2503.0,3133.1666666666665,2100.0,2538.2277554409357,0.033766233766233666,0.21156773211567725,0,0,5.995333965881911,中
January,2018,Region III,2497,5,1,2018-01-01,2018-01,2388.0,2310.0,2811.0,0.49999999999999994,0.8660254037844387,2398.3333333333335,3005.5,2116.3333333333335,2517.6138771061264,0.045644891122277986,0.085180356366797,0,0,6.356306194650745,高
February,2018,Region III,1829,4,2,2018-02-01,2018-02,2497.0,2388.0,2310.0,0.8660254037844386,0.5000000000000001,2238.0,2516.3333333333335,2163.4166666666665,2173.30693342249,-0.2675210252302763,0.446993670886076,0,0,7.2215127237244054,高
March,2018,Region III,1237,3,3,2018-03-01,2018-03,1829.0,2497.0,2388.0,1.0,6.123233995736766e-17,1854.3333333333333,2178.6666666666665,2182.6666666666665,1705.15346322323,-0.32367413887370144,0.22962226640159056,0,0,7.479622266401591,高
April,2018,Region III,724,1,4,2018-04-01,2018-04,1237.0,1829.0,2497.0,0.8660254037844387,-0.4999999999999998,1263.3333333333333,1830.8333333333333,2189.3333333333335,1214.5767297840741,-0.41471301535974125,0.12422360248447206,0,0,7.648742655322801,高
May,2018,Region III,695,2,5,2018-05-01,2018-05,724.0,1237.0,1829.0,0.49999999999999994,-0.8660254037844387,885.3333333333334,1561.6666666666667,2211.4166666666665,954.7883644081436,-0.04005524861878451,0.6162790697674418,0,0,8.140798122605771,极高
June,2018,Region III,1174,5,6,2018-06-01,2018-06,695.0,724.0,1237.0,1.2246467991473532e-16,-1.0,864.3333333333334,1359.3333333333333,2246.25,1064.3941823061502,0.6892086330935252,0.552910052910053,0,0,8.492118686003579,极高
July,2018,Region III,4576,19,7,2018-07-01,2018-07,1174.0,695.0,724.0,-0.4999999999999997,-0.8660254037844388,2148.3333333333335,1705.8333333333333,2355.6666666666665,2820.1970919706846,2.89778534923339,0.40239043824701204,0,1,8.176909491085341,极高
August,2018,Region III,5581,18,8,2018-08-01,2018-08,4576.0,1174.0,695.0,-0.8660254037844385,-0.5000000000000004,3777.0,2331.1666666666665,2423.75,4200.598546306742,0.21962412587412583,0.17149454240134343,0,2,6.61659961543714,高
September,2018,Region III,5026,12,9,2018-09-01,2018-09,5581.0,4576.0,1174.0,-1.0,-1.8369701987210297e-16,5061.0,2962.6666666666665,2570.6666666666665,4613.299273201415,-0.09944454398853253,0.5403003371130861,0,2,6.290300337113086,高
October,2018,Region III,3302,5,10,2018-10-01,2018-10,5026.0,5581.0,4576.0,-0.8660254037844386,0.5000000000000001,4636.333333333333,3392.3333333333335,2611.5833333333335,3957.649636562544,-0.34301631516116193,0.17467093561010327,0,1,5.650151882771774,中
November,2018,Region III,2859,7,11,2018-11-01,2018-11,3302.0,5026.0,5581.0,-0.5000000000000004,0.8660254037844384,3729.0,3753.0,2657.3333333333335,3408.3248182652846,-0.13416111447607515,0.23766233766233769,0,0,5.7131432848240085,中
December,2018,Region III,2226,4,12,2018-12-01,2018-12,2859.0,3302.0,5026.0,-2.4492935982947064e-16,1.0,2795.6666666666665,3928.3333333333335,2643.8333333333335,2817.1624091240396,-0.2214060860440713,-0.06783919597989951,0,0,5.75,中
January,2019,Region III,1813,4,1,2019-01-01,2019-01,2226.0,2859.0,3302.0,0.49999999999999994,0.8660254037844387,2299.3333333333335,3467.8333333333335,2586.8333333333335,2315.0812045583666,-0.1855345911949685,-0.2739287144573488,0,0,6.225480947161671,高
February,2019,Region III,1840,5,2,2019-02-01,2019-02,1813.0,2226.0,2859.0,0.8660254037844386,0.5000000000000001,1959.6666666666667,2844.3333333333335,2587.75,2077.540602278319,0.014892443463871974,0.006014215418261415,0,0,6.795425711720462,高
March,2019,Region III,1230,3,3,2019-03-01,2019-03,1840.0,1813.0,2226.0,1.0,6.123233995736766e-17,1627.6666666666667,2211.6666666666665,2587.1666666666665,1653.7703011383887,-0.3315217391304348,-0.0056588520614390125,0,0,7.25,高
April,2019,Region III,460,1,4,2019-04-01,2019-04,1230.0,1840.0,1813.0,0.8660254037844387,-0.4999999999999998,1176.6666666666667,1738.0,2565.1666666666665,1056.8851505686516,-0.6260162601626016,-0.3646408839779005,0,0,7.524519052838329,高
May,2019,Region III,428,1,5,2019-05-01,2019-05,460.0,1230.0,1840.0,0.49999999999999994,-0.8660254037844387,706.0,1332.8333333333333,2542.9166666666665,742.4425752841828,-0.06956521739130439,-0.3841726618705036,0,0,7.284519052838329,高
June,2019,Region III,1371,4,6,2019-06-01,2019-06,428.0,460.0,1230.0,1.2246467991473532e-16,-1.0,753.0,1190.3333333333333,2559.3333333333335,1056.721287642163,2.203271028037383,0.16780238500851796,0,0,7.985802385008517,高
July,2019,Region III,2228,18,7,2019-07-01,2019-07,1371.0,428.0,460.0,-0.4999999999999997,-0.8660254037844388,1342.3333333333333,1259.5,2363.6666666666665,1642.360643821148,0.62509117432531,-0.5131118881118881,0,0,7.399610227163639,高
August,2019,Region III,6593,17,8,2019-08-01,2019-08,2228.0,1371.0,428.0,-0.8660254037844385,-0.5000000000000004,3397.3333333333335,2051.6666666666665,2448.0,4117.680321910714,1.9591561938958706,0.1813295108403512,1,3,7.406810458002022,高
September,2019,Region III,9713,121,9,2019-09-01,2019-09,6593.0,2228.0,1371.0,-1.0,-1.8369701987210297e-16,6178.0,3465.5,2838.5833333333335,6915.340160955437,0.473229182466252,0.9325507361719061,1,4,7.155779918638158,高
October,2019,Region III,5682,5,10,2019-10-01,2019-10,9713.0,6593.0,2228.0,-0.8660254037844386,0.5000000000000001,7329.333333333333,4335.833333333333,3036.9166666666665,6298.670080477709,-0.4150108102542983,0.7207752877044216,1,3,6.196256234866093,高
November,2019,Region III,3003,4,11,2019-11-01,2019-11,5682.0,9713.0,6593.0,-0.5000000000000004,0.8660254037844384,6132.666666666667,4765.0,3048.9166666666665,4650.835040238842,-0.4714889123548046,0.050367261280167996,0,1,5.525848208441839,中
December,2019,Region III,2797,11,12,2019-12-01,2019-12,3003.0,5682.0,9713.0,-2.4492935982947064e-16,1.0,3827.3333333333335,5002.666666666667,3096.5,3723.917520119418,-0.0685980685980686,0.25651392632524717,0,0,6.006513926325248,高
January,2016,Region IV-A,2993,14,1,2016-01-01,2016-01,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,2993.0,2993.0,2993.0,2993.0,0.0,0.0,0,0,3.225480947161671,低
February,2016,Region IV-A,2035,5,2,2016-02-01,2016-02,2993.0,0.0,0.0,0.8660254037844386,0.5000000000000001,2514.0,2514.0,2514.0,2354.3333333333335,-0.32008018710324093,0.0,0,0,6.774519052838329,高
March,2016,Region IV-A,1327,9,3,2016-03-01,2016-03,2035.0,2993.0,0.0,1.0,6.123233995736766e-17,2118.3333333333335,2118.3333333333335,2118.3333333333335,1767.2857142857142,-0.3479115479115479,0.0,0,0,7.25,高
April,2016,Region IV-A,838,1,4,2016-04-01,2016-04,1327.0,2035.0,2993.0,0.8660254037844387,-0.4999999999999998,1400.0,1798.25,1798.25,1271.6666666666667,-0.36850037678975134,0.0,0,0,7.524519052838329,高
May,2016,Region IV-A,714,1,5,2016-05-01,2016-05,838.0,1327.0,2035.0,0.49999999999999994,-0.8660254037844387,959.6666666666666,1581.4,1581.4,983.8387096774194,-0.14797136038186154,0.0,0,0,7.524519052838329,高
June,2016,Region IV-A,778,4,6,2016-06-01,2016-06,714.0,838.0,1327.0,1.2246467991473532e-16,-1.0,776.6666666666666,1447.5,1447.5,879.2857142857143,0.0896358543417366,0.0,0,0,7.339635854341736,高
July,2016,Region IV-A,2270,6,7,2016-07-01,2016-07,778.0,714.0,838.0,-0.4999999999999997,-0.8660254037844388,1254.0,1327.0,1565.0,1580.1181102362204,1.917737789203085,0.0,0,0,7.774519052838329,高
August,2016,Region IV-A,3218,2,8,2016-08-01,2016-08,2270.0,778.0,714.0,-0.8660254037844385,-0.5000000000000004,2088.6666666666665,1524.1666666666667,1771.625,2402.2705882352943,0.4176211453744494,0.0,0,1,6.64310209253612,高
September,2016,Region IV-A,3454,28,9,2016-09-01,2016-09,3218.0,2270.0,778.0,-1.0,-1.8369701987210297e-16,2980.6666666666665,1878.6666666666667,1958.5555555555557,2929.1643835616437,0.07333747669359858,0.0,0,1,5.823337476693599,中
October,2016,Region IV-A,3175,20,10,2016-10-01,2016-10,3454.0,3218.0,2270.0,-0.8660254037844386,0.5000000000000001,3282.3333333333335,2268.1666666666665,2080.2,3052.2023460410555,-0.08077591198610312,0.0,0,1,5.475480947161671,中
November,2016,Region IV-A,2023,10,11,2016-11-01,2016-11,3175.0,3454.0,3218.0,-0.5000000000000004,0.8660254037844384,2884.0,2486.3333333333335,2075.0,2537.349780166097,-0.36283464566929136,0.0,0,0,5.475480947161671,中
December,2016,Region IV-A,1457,8,12,2016-12-01,2016-12,2023.0,3175.0,3454.0,-2.4492935982947064e-16,1.0,2218.3333333333335,2599.5,2023.5,1997.0429792429793,-0.2797825012357884,0.0,0,0,5.75,中
January,2017,Region IV-A,1764,14,1,2017-01-01,2017-01,1457.0,2023.0,3175.0,0.49999999999999994,0.8660254037844387,1748.0,2515.1666666666665,1921.0833333333333,1880.507264070321,0.21070693205216195,-0.41062479117941864,0,0,6.436187879213833,高
February,2017,Region IV-A,1243,5,2,2017-02-01,2017-02,1764.0,1457.0,2023.0,0.8660254037844386,0.5000000000000001,1488.0,2186.0,1855.0833333333333,1561.7341756699018,-0.2953514739229025,-0.3891891891891892,0,0,6.774519052838329,高
March,2017,Region IV-A,927,2,3,2017-03-01,2017-03,1243.0,1764.0,1457.0,1.0,6.123233995736766e-17,1311.3333333333333,1764.8333333333333,1821.75,1244.3574022644734,-0.2542236524537409,-0.30143180105501133,0,0,7.25,高
April,2017,Region IV-A,647,0,4,2017-04-01,2017-04,927.0,1243.0,1764.0,0.8660254037844387,-0.4999999999999998,939.0,1343.5,1805.8333333333333,945.6741435873961,-0.30204962243797195,-0.22792362768496421,0,0,7.524519052838329,高
May,2017,Region IV-A,435,1,5,2017-05-01,2017-05,647.0,927.0,1243.0,0.49999999999999994,-0.8660254037844387,669.6666666666666,1078.8333333333333,1782.5833333333333,690.3351237115762,-0.32766615146831535,-0.39075630252100846,0,0,7.524519052838329,高
June,2017,Region IV-A,815,5,6,2017-06-01,2017-06,435.0,647.0,927.0,1.2246467991473532e-16,-1.0,632.3333333333334,971.8333333333334,1785.6666666666667,752.6677996360764,0.8735632183908046,0.04755784061696655,0,0,7.781121059007771,高
July,2017,Region IV-A,2727,5,7,2017-07-01,2017-07,815.0,435.0,647.0,-0.4999999999999997,-0.8660254037844388,1325.6666666666667,1132.3333333333333,1823.75,1739.835782691541,2.34601226993865,0.2013215859030837,0,0,7.9758406387414125,高
August,2017,Region IV-A,3121,17,8,2017-08-01,2017-08,2727.0,815.0,435.0,-0.8660254037844385,-0.5000000000000004,2221.0,1445.3333333333333,1815.6666666666667,2430.418549936819,0.1444811147781444,-0.030142945929148568,0,0,6.369962061939815,高
September,2017,Region IV-A,2520,6,9,2017-09-01,2017-09,3121.0,2727.0,815.0,-1.0,-1.8369701987210297e-16,2789.3333333333335,1710.8333333333333,1737.8333333333333,2475.2092963263017,-0.19256648510092922,-0.27041111754487546,0,0,5.75,中
October,2017,Region IV-A,2759,20,10,2017-10-01,2017-10,2520.0,3121.0,2727.0,-0.8660254037844386,0.5000000000000001,2800.0,2062.8333333333335,1703.1666666666667,2617.1046819936473,0.09484126984126995,-0.13102362204724405,0,0,5.570322217002941,中
November,2017,Region IV-A,2635,21,11,2017-11-01,2017-11,2759.0,2520.0,3121.0,-0.5000000000000004,0.8660254037844384,2638.0,2429.5,1754.1666666666667,2626.0523420634677,-0.0449438202247191,0.3025210084033614,0,0,5.778001955565032,中
December,2017,Region IV-A,2828,14,12,2017-12-01,2017-12,2635.0,2759.0,2520.0,-2.4492935982947064e-16,1.0,2740.6666666666665,2765.0,1868.4166666666667,2727.0261770502434,0.07324478178368121,0.940974605353466,0,0,6.764219387137147,高
January,2018,Region IV-A,2457,17,1,2018-01-01,2018-01,2828.0,2635.0,2759.0,0.49999999999999994,0.8660254037844387,2640.0,2720.0,1926.1666666666667,2592.0130845014182,-0.1311881188118812,0.3928571428571428,0,0,6.618338090018813,高
February,2018,Region IV-A,1975,9,2,2018-02-01,2018-02,2457.0,2828.0,2635.0,0.8660254037844386,0.5000000000000001,2420.0,2529.0,1987.1666666666667,2283.506537653603,-0.19617419617419618,0.588897827835881,0,0,7.36341688067421,高
March,2018,Region IV-A,1494,10,3,2018-03-01,2018-03,1975.0,2457.0,2828.0,1.0,6.123233995736766e-17,1975.3333333333333,2358.0,2034.4166666666667,1888.7532658856605,-0.2435443037974684,0.6116504854368932,0,0,7.861650485436893,高
April,2018,Region IV-A,946,10,4,2018-04-01,2018-04,1494.0,1975.0,2457.0,0.8660254037844387,-0.4999999999999998,1471.6666666666667,2055.8333333333335,2059.3333333333335,1417.3766311868155,-0.3668005354752343,0.4621329211746523,0,0,7.9866519740129815,高
May,2018,Region IV-A,675,4,5,2018-05-01,2018-05,946.0,1494.0,1975.0,0.49999999999999994,-0.8660254037844387,1038.3333333333333,1729.1666666666667,2079.3333333333335,1046.1883149020157,-0.2864693446088795,0.5517241379310345,0,0,8.076243190769363,极高
June,2018,Region IV-A,991,2,6,2018-06-01,2018-06,675.0,946.0,1494.0,1.2246467991473532e-16,-1.0,870.6666666666666,1423.0,2094.0,1018.5941574253087,0.4681481481481482,0.21595092024539886,0,0,7.9340990683935475,高
July,2018,Region IV-A,2793,17,7,2018-07-01,2018-07,991.0,675.0,946.0,-0.4999999999999997,-0.8660254037844388,1486.3333333333333,1479.0,2099.5,1905.7970791257903,1.8183652875882945,0.024202420242024125,0,0,7.798721473080353,高
August,2018,Region IV-A,3756,18,8,2018-08-01,2018-08,2793.0,991.0,675.0,-0.8660254037844385,-0.5000000000000004,2513.3333333333335,1775.8333333333333,2152.4166666666665,2830.898539778287,0.3447905477980666,0.20346042934956743,0,1,6.773731924309304,高
September,2018,Region IV-A,4697,31,9,2018-09-01,2018-09,3756.0,2793.0,991.0,-1.0,-1.8369701987210297e-16,3748.6666666666665,2309.6666666666665,2333.8333333333335,3763.949269997765,0.2505324813631522,0.8638888888888889,0,1,6.864421370252041,高
October,2018,Region IV-A,3914,18,10,2018-10-01,2018-10,4697.0,3756.0,2793.0,-0.8660254037844386,0.5000000000000001,4122.333333333333,2804.3333333333335,2430.0833333333335,3838.9746350032497,-0.16670215030870772,0.4186299383834722,0,1,5.894110885545143,中
November,2018,Region IV-A,3575,16,11,2018-11-01,2018-11,3914.0,4697.0,3756.0,-0.5000000000000004,0.8660254037844384,4062.0,3287.6666666666665,2508.4166666666665,3706.9873174977834,-0.0866121614716403,0.35673624288425043,0,1,5.832217190045921,中
